link_stub,rank,movie_title,lifetime_gross,max_theaters,opening_weekend,opening_theathers,release_date_x,distributor_x,domestic_total_gross,international_total_gross,worldwide_total_gross,domestic_opening,budget,release_date_y,runtime,distributor_y,genres,rating
/title/tt0306841/?ref_=bo_ge_table_72,472,The Lizzie McGuire Movie,"$42,734,455","2,825","$17,338,755","2,825","May 2, 2003","Walt Disney Studios Motion Pictures

",42734455,12800000,55534455,17338755,17000000,2003-05-02,94.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Family, Music, Romance",PG
/title/tt1850397/?ref_=bo_ge_table_37,837,The Loft,"$6,002,684","1,841","$2,747,342","1,841","Jan 30, 2015","Open Road Films (II)

",6002684,5017718,11020402,2747342,0,2014-10-15,108.0,Open Road Films (II),"Mystery, Romance, Thriller",R
/title/tt0398165/?ref_=bo_ge_table_25,125,The Longest Yard,"$158,119,460","3,654","$47,606,480","3,634","May 27, 2005","Paramount Pictures

",158119460,33347096,191466556,47606480,82000000,2005-05-27,113.0,Paramount Pictures,"Comedy, Crime, Sport",PG-13
/title/tt1482459/?ref_=bo_ge_table_86,86,The Lorax,"$214,030,500","3,769","$70,217,070","3,729","Mar 2, 2012","Universal Pictures

",214373500,134809816,349183316,70217070,70000000,2012-03-01,86.0,Universal Pictures,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Musical",PG
/title/tt0480255/?ref_=bo_ge_table_27,627,The Losers,"$23,591,432","2,936","$9,406,348","2,936","Apr 23, 2010","Warner Bros.

",23591432,5806222,29397654,9406348,25000000,2010-04-22,97.0,Warner Bros.,"Action, Adventure, Crime, Mystery, Thriller",PG-13
/title/tt0119567/?ref_=bo_ge_table_70,70,The Lost World: Jurassic Park,"$229,086,679","3,565","$72,132,785","3,281","May 23, 1997","Universal Pictures

",229086679,389552320,618638999,72132785,73000000,1997-05-23,129.0,Universal Pictures,"Action, Adventure, Sci-Fi",PG-13
/title/tt2404435/?ref_=bo_ge_table_40,240,The Magnificent Seven,"$93,432,655","3,696","$34,703,397","3,674","Sep 23, 2016","Sony Pictures Entertainment (SPE)

",93432655,68927981,162360636,34703397,90000000,2016-09-14,132.0,Sony Pictures Entertainment (SPE),"Action, Adventure, Western",PG-13
/title/tt0085891/?ref_=bo_ge_table_78,778,The Man Who Loved Women,"$10,964,231",845,"$1,347,032",802,"Dec 16, 1983","Columbia Pictures

",10964740,10964740,0,1347032,0,1983-12-16,110.0,Columbia Pictures,"Comedy, Drama, Romance",
/title/tt1638355/?ref_=bo_ge_table_52,452,The Man from U.N.C.L.E.,"$45,445,109","3,673","$13,421,036","3,638","Aug 14, 2015","Warner Bros.

",45445109,61600000,107045109,13421036,75000000,2015-08-12,116.0,Warner Bros.,"Action, Adventure, Comedy",PG-13
/title/tt0120744/?ref_=bo_ge_table_87,387,The Man in the Iron Mask,"$56,968,902","3,101","$17,271,450","3,101","Mar 13, 1998","Metro-Goldwyn-Mayer (MGM)

",56968902,126000000,182968902,17271450,0,1998-03-13,132.0,Metro-Goldwyn-Mayer (MGM),"Action, Adventure, Drama",PG-13
/title/tt0089543/?ref_=bo_ge_table_5,805,The Man with One Red Shoe,"$8,645,411","1,049","$3,139,015","1,044","Jul 19, 1985","Twentieth Century Fox

",8645411,8645411,0,3139015,0,1985-07-19,92.0,Twentieth Century Fox,"Comedy, Thriller",
/title/tt0368008/?ref_=bo_ge_table_42,342,The Manchurian Candidate,"$65,955,630","2,867","$20,018,620","2,867","Jul 30, 2004","Paramount Pictures

",65955630,30150280,96105910,20018620,80000000,2004-07-30,129.0,Paramount Pictures,"Drama, Mystery, Sci-Fi, Thriller",R
/title/tt8110232/?ref_=bo_ge_table_14,814,The Many Saints of Newark,"$8,237,403","3,181","$4,651,571","3,181","Oct 1, 2021","Warner Bros.

",8237403,4500000,12737403,4651571,0,2021-09-24,,Warner Bros.,"Crime, Drama",R
/title/tt3659388/?ref_=bo_ge_table_73,73,The Martian,"$228,433,663","3,854","$54,308,575","3,831","Oct 2, 2015","Twentieth Century Fox

",228433663,402187155,630620818,54308575,108000000,2015-09-30,144.0,Twentieth Century Fox,"Adventure, Drama, Sci-Fi",PG-13
/title/tt0110475/?ref_=bo_ge_table_80,180,The Mask,"$119,938,730","2,516","$23,117,068","2,360","Jul 29, 1994","New Line Cinema

",119938730,231644677,351583407,23117068,23000000,1994-07-29,101.0,New Line Cinema,"Action, Comedy, Crime, Fantasy",PG-13
/title/tt1790864/?ref_=bo_ge_table_19,219,The Maze Runner,"$102,427,862","3,638","$32,512,804","3,604","Sep 19, 2014","Twentieth Century Fox

",102427862,245891999,348319861,32512804,34000000,2014-09-11,113.0,Twentieth Century Fox,"Action, Mystery, Sci-Fi, Thriller",PG-13
/title/tt0472399/?ref_=bo_ge_table_80,580,The Mechanic,"$29,121,498","2,704","$11,422,006","2,703","Jan 28, 2011","CBS Films

",29121498,47008595,76130093,11422006,40000000,2011-01-27,93.0,CBS Films,"Action, Crime, Thriller",R
/title/tt0117057/?ref_=bo_ge_table_84,484,The Mirror Has Two Faces,"$41,083,864","2,489","$12,210,868","2,489","Nov 15, 1996","Sony Pictures Entertainment (SPE)

",41083864,41083864,0,12210868,0,1996-11-15,126.0,Sony Pictures Entertainment (SPE),"Comedy, Drama, Romance",PG-13
/title/tt6257174/?ref_=bo_ge_table_16,916,The Miseducation of Cameron Post,"$904,703",85,"$48,638",2,"Aug 3, 2018","FilmRise

",904703,569874,1474577,48638,0,2018-07-18,91.0,FilmRise,Drama,
/title/tt0120757/?ref_=bo_ge_table_53,753,The Mod Squad,"$13,263,993","2,290","$6,064,716","2,290","Mar 26, 1999","Metro-Goldwyn-Mayer (MGM)

",13263993,13263993,0,6064716,50000000,1999-03-26,92.0,Metro-Goldwyn-Mayer (MGM),"Action, Crime, Thriller",R
/title/tt1538403/?ref_=bo_ge_table_64,564,The Mortal Instruments: City of Bones,"$31,165,421","3,118","$9,336,957","3,118","Aug 21, 2013","Screen Gems

",31165421,64231152,95396573,9336957,60000000,2013-08-21,130.0,Screen Gems,"Action, Adventure, Fantasy, Horror, Mystery, Romance",PG-13
/title/tt0265349/?ref_=bo_ge_table_25,525,The Mothman Prophecies,"$35,746,370","2,331","$11,208,851","2,331","Jan 25, 2002","Screen Gems

",35746370,19558909,55305279,11208851,32000000,2002-01-25,119.0,Screen Gems,"Drama, Horror, Mystery, Thriller",PG-13
/title/tt2345759/?ref_=bo_ge_table_78,278,The Mummy,"$80,227,895","4,035","$31,688,375","4,035","Jun 9, 2017","Universal Pictures

",80227895,329003712,409231607,31688375,125000000,2017-06-06,111.0,Universal Pictures,"Action, Adventure, Fantasy, Horror, Thriller",PG-13
/title/tt0209163/?ref_=bo_ge_table_94,94,The Mummy Returns,"$202,019,785","3,553","$68,139,035","3,401","May 4, 2001","Universal Pictures

",202019785,241261119,443280904,68139035,98000000,2001-05-04,130.0,Universal Pictures,"Action, Adventure, Fantasy, Thriller",PG-13
/title/tt0859163/?ref_=bo_ge_table_18,218,The Mummy: Tomb of the Dragon Emperor,"$102,491,776","3,778","$40,457,770","3,760","Aug 1, 2008","Universal Pictures

",102491776,300958054,403449830,40457770,145000000,2008-07-30,112.0,Universal Pictures,"Action, Fantasy, Horror, War",PG-13
/title/tt0104940/?ref_=bo_ge_table_92,592,The Muppet Christmas Carol,"$27,281,507","2,084","$5,010,109","2,075","Dec 11, 1992","Walt Disney Studios Motion Pictures

",27381507,5192875,32574382,5010109,12000000,1992-12-11,85.0,Walt Disney Studios Motion Pictures,"Comedy, Drama, Family, Fantasy, Musical",
/title/tt0079588/?ref_=bo_ge_table_48,348,The Muppet Movie,"$65,200,000",-,-,-,"Jun 22, 1979",-,65810475,65810475,0,0,0,1979-06-22,95.0,Associated Film Distribution,"Adventure, Comedy, Family, Musical",
/title/tt1204342/?ref_=bo_ge_table_49,249,The Muppets,"$88,631,237","3,440","$29,239,026","3,440","Nov 23, 2011","Walt Disney Studios Motion Pictures

",88631237,76553000,165184237,29239026,45000000,2011-11-23,,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Family, Musical",PG
/title/tt0087755/?ref_=bo_ge_table_11,611,The Muppets Take Manhattan,"$25,534,703","1,261","$4,416,022","1,261","Jul 13, 1984","TriStar Pictures

",25534703,25534703,0,4416022,0,1984-07-13,94.0,TriStar Pictures,"Adventure, Comedy, Drama, Family, Musical, Romance",
/title/tt0102510/?ref_=bo_ge_table_52,252,The Naked Gun 2½: The Smell of Fear,"$86,930,411","2,378","$20,817,139","2,378","Jun 28, 1991","Paramount Pictures

",86930411,86930411,0,20817139,23000000,1991-06-28,85.0,Paramount Pictures,"Comedy, Crime",
/title/tt0095705/?ref_=bo_ge_table_87,287,The Naked Gun: From the Files of Police Squad!,"$78,756,177","1,969","$9,331,746","1,576","Dec 2, 1988","Paramount Pictures

",78756177,78756177,0,9331746,0,1988-12-02,85.0,Paramount Pictures,"Comedy, Crime",
/title/tt0088323/?ref_=bo_ge_table_70,670,The NeverEnding Story,"$20,158,808",950,"$4,325,823",950,"Jul 20, 1984","Warner Bros.

",20192381,92603,20284984,4325823,0,1984-07-20,102.0,Warner Bros.,"Adventure, Drama, Family, Fantasy",
/title/tt0100240/?ref_=bo_ge_table_9,709,The NeverEnding Story II: The Next Chapter,"$17,373,527","1,208","$4,912,124","1,188","Feb 8, 1991","Warner Bros.

",17373527,17373527,0,4912124,0,1991-02-08,90.0,Warner Bros.,"Adventure, Drama, Family, Fantasy",
/title/tt4682266/?ref_=bo_ge_table_24,624,The New Mutants,"$23,852,659","2,754","$7,037,017","2,412","Aug 28, 2020","20th Century Studios

",23852659,25316935,49169594,7037017,0,2020-08-26,94.0,20th Century Studios,"Action, Horror, Mystery, Sci-Fi",PG-13
/title/tt0332280/?ref_=bo_ge_table_75,275,The Notebook,"$81,001,787","2,323","$13,464,745","2,303","Jun 25, 2004","New Line Cinema

",81417274,36813370,118230644,13464745,29000000,2004-06-25,123.0,New Line Cinema,"Drama, Romance",PG-13
/title/tt0081249/?ref_=bo_ge_table_38,738,The Nude Bomb,"$14,662,035",793,"$3,565,066",793,"May 9, 1980","Universal Pictures

",14662035,14662035,0,3565066,0,1980-05-09,94.0,Universal Pictures,"Action, Comedy, Crime, Mystery, Sci-Fi",
/title/tt0117218/?ref_=bo_ge_table_68,168,The Nutty Professor,"$128,814,019","2,239","$25,411,725","2,115","Jun 28, 1996","Universal Pictures

",128814019,145147000,273961019,25411725,54000000,1996-06-28,95.0,Universal Pictures,"Comedy, Romance, Sci-Fi",PG-13
/title/tt0466909/?ref_=bo_ge_table_99,399,The Omen,"$54,607,383","2,723","$16,026,496","2,723","Jun 6, 2006","Twentieth Century Fox

",54607383,65367589,119974972,16026496,25000000,2006-06-06,110.0,Twentieth Century Fox,"Drama, Fantasy, Horror, Mystery, Thriller",R
/title/tt0086066/?ref_=bo_ge_table_8,608,The Outsiders,"$25,697,647","1,002","$5,068,165",829,"Mar 25, 1983","Warner Bros.

",25837195,1987,25839182,5068165,0,1983-03-25,91.0,Warner Bros.,"Crime, Drama",PG
/title/tt0120783/?ref_=bo_ge_table_39,339,The Parent Trap,"$66,308,518","2,407","$11,148,497","2,247","Jul 31, 1998","Walt Disney Studios Motion Pictures

",66308518,25800141,92108659,11148497,0,1998-07-31,128.0,Walt Disney Studios Motion Pictures,"Adventure, Comedy, Drama, Family, Romance",PG
/title/tt2452042/?ref_=bo_ge_table_65,165,The Peanuts Movie,"$130,178,411","3,902","$44,213,073","3,897","Nov 6, 2015","Twentieth Century Fox

",130178411,116054702,246233113,44213073,99000000,2015-10-29,88.0,Twentieth Century Fox,"Adventure, Animation, Comedy, Drama, Family",G
/title/tt1659337/?ref_=bo_ge_table_6,706,The Perks of Being a Wallflower,"$17,742,948",745,"$228,359",4,"Sep 21, 2012","Lionsgate

",17742948,15641179,33384127,228359,0,2012-09-20,103.0,Lionsgate,"Drama, Romance",PG-13
/title/tt0117331/?ref_=bo_ge_table_10,710,The Phantom,"$17,323,326","2,163","$5,072,346","2,159","Jun 7, 1996","Paramount Pictures

",17323326,17323326,0,5072346,0,1996-06-07,100.0,Paramount Pictures,"Action, Adventure, Comedy, Fantasy",PG
/title/tt0383216/?ref_=bo_ge_table_69,269,The Pink Panther,"$82,226,474","3,477","$20,220,412","3,477","Feb 10, 2006","Sony Pictures Entertainment (SPE)

",82226474,81889423,164115897,20220412,80000000,2006-02-09,93.0,Sony Pictures Entertainment (SPE),"Adventure, Comedy, Crime, Mystery",PG
/title/tt0838232/?ref_=bo_ge_table_24,524,The Pink Panther 2,"$35,922,978","3,245","$11,588,150","3,243","Feb 6, 2009","Sony Pictures Entertainment (SPE)

",35922978,40102156,76025134,11588150,70000000,2009-02-05,92.0,Sony Pictures Entertainment (SPE),"Action, Adventure, Comedy, Crime, Mystery",PG
/title/tt0338348/?ref_=bo_ge_table_22,122,The Polar Express,"$162,775,358","3,650","$23,323,463","3,650","Nov 10, 2004","Warner Bros.

",188969804,126279964,315249768,23323463,165000000,2004-11-10,100.0,Warner Bros.,"Adventure, Animation, Comedy, Family, Fantasy, Musical",
/title/tt0119925/?ref_=bo_ge_table_7,707,The Postman,"$17,626,234","2,207","$5,260,324","2,207","Dec 25, 1997","Warner Bros.

",17626234,17626234,0,5260324,80000000,1997-12-25,177.0,Warner Bros.,"Action, Adventure, Drama, Sci-Fi",R
/title/tt0289408/?ref_=bo_ge_table_76,776,The Powerpuff Girls Movie,"$11,412,414","2,340","$3,583,114","2,340","Jul 3, 2002","Warner Bros.

",11412414,5014057,16426471,3583114,11000000,2002-07-03,73.0,Warner Bros.,"Action, Adventure, Animation, Comedy, Family, Sci-Fi",PG
/title/tt0117372/?ref_=bo_ge_table_39,439,The Preacher's Wife,"$48,102,795","2,008","$7,649,752","1,783","Dec 13, 1996","Walt Disney Studios Motion Pictures

",48102795,48102795,0,7649752,0,1996-12-13,123.0,Walt Disney Studios Motion Pictures,"Comedy, Drama, Fantasy, Romance",PG
/title/tt0093779/?ref_=bo_ge_table_66,566,The Princess Bride,"$30,857,814",803,"$206,243",9,"Sep 25, 1987","Twentieth Century Fox

",30857814,44628,30902442,206243,0,1987-09-25,98.0,Twentieth Century Fox,"Adventure, Family, Fantasy, Romance",
/title/tt0247638/?ref_=bo_ge_table_99,199,The Princess Diaries,"$108,248,956","2,749","$22,862,269","2,537","Aug 3, 2001","Walt Disney Studios Motion Pictures

",108248956,57086197,165335153,22862269,26000000,2001-08-03,115.0,Walt Disney Studios Motion Pictures,"Comedy, Family, Romance",G
/title/tt0368933/?ref_=bo_ge_table_39,239,The Princess Diaries 2: Royal Engagement,"$95,170,481","3,490","$22,956,453","3,472","Aug 11, 2004","Walt Disney Studios Motion Pictures

",95170481,39564000,134734481,22956453,40000000,2004-08-11,113.0,Walt Disney Studios Motion Pictures,"Comedy, Family, Romance",
/title/tt0395251/?ref_=bo_ge_table_86,686,The Producers,"$19,398,532",978,"$154,590",6,"Dec 16, 2005","Universal Pictures

",19398532,18676786,38075318,154590,45000000,2005-12-16,134.0,Universal Pictures,"Comedy, Crime, Musical",PG-13
/title/tt0330793/?ref_=bo_ge_table_39,539,The Punisher,"$33,810,189","2,649","$14,000,000","2,649","Apr 16, 2004","Lionsgate

",33810189,20889916,54700105,14000000,33000000,2004-04-16,124.0,Lionsgate,"Action, Crime, Drama, Thriller",R
/title/tt0111003/?ref_=bo_ge_table_4,804,The Puppet Masters,"$8,647,042","1,482","$4,069,057","1,481","Oct 21, 1994","Walt Disney Studios Motion Pictures

",8647042,8647042,0,4069057,0,1994-10-21,109.0,Walt Disney Studios Motion Pictures,"Horror, Sci-Fi, Thriller",R
/title/tt0098193/?ref_=bo_ge_table_36,936,The Return of Swamp Thing,"$192,816",-,-,-,"May 12, 1989",-,192816,192816,0,0,0,1989-05-12,89.0,Millimeter Films,"Action, Adventure, Comedy, Horror, Sci-Fi",
/title/tt0298130/?ref_=bo_ge_table_67,167,The Ring,"$129,128,133","2,927","$15,015,393","1,981","Oct 18, 2002","DreamWorks Distribution

",129128133,120220800,249348933,15015393,48000000,2002-10-18,115.0,DreamWorks Distribution,"Horror, Mystery",PG-13
/title/tt0377109/?ref_=bo_ge_table_99,299,The Ring Two,"$76,231,249","3,341","$35,065,237","3,332","Mar 18, 2005","DreamWorks Distribution

",76231249,87764700,163995949,35065237,0,2005-03-17,110.0,DreamWorks Distribution,"Horror, Mystery",PG-13
/title/tt0102803/?ref_=bo_ge_table_47,447,The Rocketeer,"$46,704,056","1,903","$9,600,754","1,616","Jun 21, 1991","Walt Disney Studios Motion Pictures

",46704056,46704056,0,9600754,35000000,1991-06-21,108.0,Walt Disney Studios Motion Pictures,"Action, Adventure, Family, Sci-Fi",
/title/tt0134067/?ref_=bo_ge_table_29,229,The Rugrats Movie,"$100,494,675","2,832","$27,321,470","2,782","Nov 20, 1998","Paramount Pictures

",100494675,40400000,140894675,27321470,24000000,1998-11-20,79.0,Paramount Pictures,"Adventure, Animation, Comedy, Drama, Family, Musical",
/title/tt0093894/?ref_=bo_ge_table_12,512,The Running Man,"$38,122,105","1,694","$8,117,465","1,692","Nov 13, 1987","TriStar Pictures

",38122105,38122105,0,8117465,27000000,1987-11-13,,TriStar Pictures,"Action, Sci-Fi, Thriller",
/title/tt0120053/?ref_=bo_ge_table_61,361,The Saint,"$61,363,304","2,500","$16,278,873","2,307","Apr 4, 1997","Paramount Pictures

",61363304,56700000,118063304,16278873,0,1997-04-04,116.0,Paramount Pictures,"Action, Adventure, Romance, Sci-Fi, Thriller",PG-13
/title/tt0108071/?ref_=bo_ge_table_63,563,The Secret Garden,"$31,181,347","1,332","$4,625,583","1,319","Aug 13, 1993","Warner Bros.

",31181347,31181347,0,4625583,0,1993-08-13,101.0,Warner Bros.,"Drama, Family, Fantasy",
/title/tt0359950/?ref_=bo_ge_table_79,379,The Secret Life of Walter Mitty,"$58,236,838","2,922","$12,765,508","2,909","Dec 25, 2013","Twentieth Century Fox

",58236838,129896484,188133322,12765508,90000000,2013-12-19,114.0,Twentieth Century Fox,"Adventure, Comedy, Drama, Fantasy, Romance",PG
/title/tt1568921/?ref_=bo_ge_table_88,688,The Secret World of Arrietty,"$19,202,743","1,522","$6,446,395","1,522","Feb 17, 2012","Walt Disney Studios Motion Pictures

",19587032,129824518,149411550,6446395,0,2010-07-17,94.0,Walt Disney Studios Motion Pictures,"Adventure, Animation, Drama, Family, Fantasy",
/title/tt0484562/?ref_=bo_ge_table_2,802,The Seeker: The Dark Is Rising,"$8,794,452","3,173","$3,745,315","3,141","Oct 5, 2007","Twentieth Century Fox

",8794452,23058167,31852619,3745315,0,2007-10-03,99.0,Twentieth Century Fox,"Adventure, Drama, Family, Fantasy, Thriller",PG
/title/tt0111143/?ref_=bo_ge_table_55,555,The Shadow,"$32,063,435","1,769","$11,713,845","1,677","Jul 1, 1994","Universal Pictures

",32063435,16000000,48063435,11713845,0,1994-07-01,108.0,Universal Pictures,"Action, Adventure, Crime, Fantasy, Mystery, Thriller",PG-13
/title/tt0393735/?ref_=bo_ge_table_62,362,The Shaggy Dog,"$61,123,569","3,501","$16,310,058","3,501","Mar 10, 2006","Walt Disney Studios Motion Pictures

",61123569,26010711,87134280,16310058,0,2006-03-10,98.0,Walt Disney Studios Motion Pictures,"Comedy, Family, Fantasy",PG
/title/tt0308878/?ref_=bo_ge_table_22,922,The Shape of Things,"$735,992",60,"$173,246",40,"May 9, 2003","Focus Features

",735992,90625,826617,173246,0,2003-05-09,96.0,Focus Features,"Comedy, Drama, Romance",R
/title/tt0120824/?ref_=bo_ge_table_75,775,The Shipping News,"$11,434,216",434,"$1,205,174",186,"Dec 25, 2001","Miramax

",11434216,13256225,24690441,1205174,38000000,2001-12-25,111.0,Miramax,Drama,R
/title/tt0462538/?ref_=bo_ge_table_7,107,The Simpsons Movie,"$183,135,014","3,926","$74,036,787","3,922","Jul 27, 2007","Twentieth Century Fox

",183135014,353279279,536414293,74036787,75000000,2007-07-25,87.0,Twentieth Century Fox,"Adventure, Animation, Comedy",PG-13
/title/tt0403508/?ref_=bo_ge_table_6,506,The Sisterhood of the Traveling Pants,"$39,053,061","2,583","$9,833,340","2,583","Jun 1, 2005","Warner Bros.

",39053061,2960817,42013878,9833340,25000000,2005-06-01,119.0,Warner Bros.,"Comedy, Drama, Romance",PG
/title/tt1018785/?ref_=bo_ge_table_60,460,The Sisterhood of the Traveling Pants 2,"$44,089,964","2,714","$10,678,430","2,707","Aug 6, 2008","Warner Bros.

",44089964,262453,44352417,10678430,27000000,2008-08-06,119.0,Warner Bros.,"Comedy, Drama, Romance",PG-13
/title/tt0472181/?ref_=bo_ge_table_40,140,The Smurfs,"$142,614,158","3,427","$35,611,637","3,395","Jul 29, 2011","Sony Pictures Entertainment (SPE)

",142614158,421135165,563749323,35611637,110000000,2011-07-27,103.0,Sony Pictures Entertainment (SPE),"Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt2017020/?ref_=bo_ge_table_20,320,The Smurfs 2,"$71,017,784","3,867","$17,548,389","3,866","Jul 31, 2013","Sony Pictures Entertainment (SPE)

",71017784,276527576,347545360,17548389,105000000,2013-07-31,105.0,Sony Pictures Entertainment (SPE),"Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt0074539/?ref_=bo_ge_table_77,777,The Smurfs and the Magic Flute,"$11,234,220",432,-,-,"Oct 7, 1983","Atlantic Releasing Corporation

",11234220,11234220,0,0,0,1983-10-07,90.0,Atlantic Releasing Corporation,"Animation, Comedy, Family, Fantasy, Music, Musical",
/title/tt1714206/?ref_=bo_ge_table_26,826,The Spectacular Now,"$6,854,611",770,"$197,415",4,"Aug 2, 2013","A24

",6854611,63980,6918591,197415,0,2013-08-02,95.0,A24,"Comedy, Drama, Romance",R
/title/tt0416236/?ref_=bo_ge_table_19,319,The Spiderwick Chronicles,"$71,195,053","3,847","$19,004,058","3,847","Feb 14, 2008","Paramount Pictures

",71195053,92975274,164170327,19004058,90000000,2008-02-14,96.0,Paramount Pictures,"Action, Adventure, Drama, Family, Fantasy, Thriller",PG
/title/tt0831887/?ref_=bo_ge_table_80,680,The Spirit,"$19,806,188","2,509","$6,463,278","2,509","Dec 25, 2008","Lionsgate

",19806188,19358253,39164441,6463278,0,2008-12-24,103.0,Lionsgate,"Action, Crime, Fantasy, Thriller",PG-13
/title/tt2279373/?ref_=bo_ge_table_20,120,The SpongeBob Movie: Sponge Out of Water,"$162,994,032","3,680","$55,365,012","3,641","Feb 6, 2015","Paramount Pictures

",162994032,162192000,325186032,55365012,74000000,2015-01-28,92.0,Paramount Pictures,"Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt0345950/?ref_=bo_ge_table_57,257,The SpongeBob SquarePants Movie,"$85,417,988","3,307","$32,018,216","3,212","Nov 19, 2004","Paramount Pictures

",85417988,55649139,141067127,32018216,30000000,2004-11-19,87.0,Paramount Pictures,"Adventure, Animation, Comedy, Family, Fantasy",PG
/title/tt0814335/?ref_=bo_ge_table_81,581,The Stepfather,"$29,062,561","2,734","$11,581,586","2,734","Oct 16, 2009","Screen Gems

",29062561,2135970,31198531,11581586,20000000,2009-10-16,101.0,Screen Gems,"Crime, Thriller",PG-13
/title/tt0327162/?ref_=bo_ge_table_70,370,The Stepford Wives,"$59,484,742","3,057","$21,406,781","3,057","Jun 11, 2004","Paramount Pictures

",59484742,43885385,103370127,21406781,90000000,2004-06-11,93.0,Paramount Pictures,"Comedy, Horror, Sci-Fi, Thriller",PG-13
/title/tt0117768/?ref_=bo_ge_table_84,884,The Stupids,"$2,491,989","1,292","$1,593,929","1,292","Aug 30, 1996","New Line Cinema

",2491989,2491989,0,1593929,0,1996-08-30,94.0,New Line Cinema,"Adventure, Comedy",PG
/title/tt0117773/?ref_=bo_ge_table_50,950,The Substance of Fire,"$31,638",11,"$56,211",11,"Mar 14, 1997","Miramax

",31638,31638,0,56211,0,1997-03-14,97.0,Miramax,Drama,R
/title/tt6334354/?ref_=bo_ge_table_90,390,The Suicide Squad,"$55,817,425","4,019","$26,205,415","4,002","Aug 6, 2021","Warner Bros.

",55817425,111600000,167417425,26205415,185000000,2021-05-08,132.0,Warner Bros.,"Action, Adventure, Comedy, Sci-Fi",R
/title/tt0111309/?ref_=bo_ge_table_19,919,The Sum of Us,"$766,464",30,"$38,479",5,"Mar 10, 1995","The Samuel Goldwyn Company

",766464,766464,0,38479,0,1995-03-10,100.0,The Samuel Goldwyn Company,"Comedy, Drama",R
/title/tt6423362/?ref_=bo_ge_table_51,851,The Sun Is also a Star,"$4,950,029","2,073","$2,511,530","2,073","May 17, 2019","Warner Bros.

",4950029,1800000,6750029,2511530,0,2019-05-16,100.0,Warner Bros.,"Drama, Music, Romance",PG-13
/title/tt0857190/?ref_=bo_ge_table_53,953,The Sweeney,"$26,650",11,"$20,321",11,"Mar 1, 2013","Entertainment One

",26650,7681662,7708312,20321,0,2012-09-14,112.0,Entertainment One,"Action, Crime, Drama",R
/title/tt1111422/?ref_=bo_ge_table_45,345,The Taking of Pelham 1 2 3,"$65,452,312","3,077","$23,373,102","3,074","Jun 12, 2009","Sony Pictures Entertainment (SPE)

",65452312,84713814,150166126,23373102,100000000,2009-06-10,106.0,Sony Pictures Entertainment (SPE),"Action, Crime, Thriller",R
/title/tt0420238/?ref_=bo_ge_table_21,421,The Tale of Despereaux,"$50,877,145","3,107","$10,103,675","3,104","Dec 19, 2008","Universal Pictures

",50877145,36080135,86957280,10103675,60000000,2008-12-18,93.0,Universal Pictures,"Adventure, Animation, Comedy, Family, Fantasy",
/title/tt0324216/?ref_=bo_ge_table_76,276,The Texas Chainsaw Massacre,"$80,571,655","3,018","$29,100,000","3,016","Oct 17, 2003","New Line Cinema

",80571655,26792250,107363905,29100000,9500000,2003-10-17,98.0,New Line Cinema,"Crime, Horror",R
/title/tt0420294/?ref_=bo_ge_table_2,502,The Texas Chainsaw Massacre: The Beginning,"$39,517,763","2,820","$19,150,000","2,820","Oct 6, 2006","New Line Cinema

",39517763,12246643,51764406,19150000,16000000,2006-10-06,91.0,New Line Cinema,"Horror, Thriller",R
/title/tt0905372/?ref_=bo_ge_table_16,716,The Thing,"$16,928,670","2,996","$8,493,665","2,996","Oct 14, 2011","Universal Pictures

",16928670,14576617,31505287,8493665,38000000,2011-10-12,103.0,Universal Pictures,"Horror, Mystery, Sci-Fi",R
/title/tt0139809/?ref_=bo_ge_table_70,770,The Thirteenth Floor,"$11,916,661","1,815","$3,322,416","1,815","May 28, 1999","Sony Pictures Entertainment (SPE)

",11916661,6647427,18564088,3322416,16000000,1999-05-28,100.0,Sony Pictures Entertainment (SPE),"Mystery, Sci-Fi, Thriller",R
/title/tt1509767/?ref_=bo_ge_table_64,664,The Three Musketeers,"$20,374,484","3,017","$8,674,452","3,017","Oct 21, 2011","Summit Entertainment

",20374484,111900000,132274484,8674452,75000000,2011-09-01,110.0,Summit Entertainment,"Action, Adventure, Fantasy, History, Romance, Thriller",PG-13
/title/tt0383010/?ref_=bo_ge_table_59,459,The Three Stooges,"$44,338,224","3,482","$17,010,125","3,477","Apr 13, 2012","Twentieth Century Fox

",44338224,10481077,54819301,17010125,30000000,2012-04-13,92.0,Twentieth Century Fox,"Comedy, Family",PG
/title/tt0268695/?ref_=bo_ge_table_88,388,The Time Machine,"$56,832,494","2,958","$22,610,437","2,944","Mar 8, 2002","DreamWorks Distribution

",56832494,66896682,123729176,22610437,80000000,2002-03-08,96.0,DreamWorks Distribution,"Action, Adventure, Sci-Fi",PG-13
/title/tt1243957/?ref_=bo_ge_table_31,331,The Tourist,"$67,631,157","2,756","$16,472,458","2,756","Dec 10, 2010","Sony Pictures Entertainment (SPE)

",67631157,211149284,278780441,16472458,100000000,2010-12-09,103.0,Sony Pictures Entertainment (SPE),"Action, Thriller",PG-13
